Start Time: 16:33:20,,,,,,,,,,,,,,,,,,
run_preprocessing=True, with: is_hl=True, to_seg=True, seg_len=30, hl_margins=(7, 0) ,,,,,,,,,,,,,
ridge            , LeaveOneClipOutForEachSubject, pca7, likeability, True, True,0.095,0.04,0.009,,ridge            , LeaveOneClipOutForEachSubject, pca7, likeability, True, True,0.027,0.56,-0.002
linear_regression, LeaveOneClipOutForEachSubject, pca8, likeability, True, True,0.091,0.049,-0.004,,linear_regression, LeaveOneClipOutForEachSubject, pca8, likeability, True, True,0.024,0.607,-0.018
ridge            , LeaveOneClipOutForEachSubject, pca8, likeability, True, True,0.092,0.046,0.008,,ridge            , LeaveOneClipOutForEachSubject, pca8, likeability, True, True,0.022,0.635,-0.003
linear_regression, LeaveOneClipOutForEachSubject, pca9, likeability, True, True,0.109,0.019,0,,linear_regression, LeaveOneClipOutForEachSubject, pca9, likeability, True, True,0.023,0.613,-0.022
ridge            , LeaveOneClipOutForEachSubject, pca9, likeability, True, True,0.096,0.038,0.009,,ridge            , LeaveOneClipOutForEachSubject, pca9, likeability, True, True,0.015,0.746,-0.004
linear_regression, LeaveOneClipOutForEachSubject, pca10, likeability, True, True,0.126,0.006,0.001,,linear_regression, LeaveOneClipOutForEachSubject, pca10, likeability, True, True,0.002,0.97,-0.031
ridge            , LeaveOneClipOutForEachSubject, pca10, likeability, True, True,0.122,0.008,0.015,,ridge            , LeaveOneClipOutForEachSubject, pca10, likeability, True, True,-0.011,0.808,-0.009
linear_regression, LeaveOneClipOutForEachSubject, pca11, likeability, True, True,0.117,0.012,-0.004,,linear_regression, LeaveOneClipOutForEachSubject, pca11, likeability, True, True,0,0.996,-0.035
ridge            , LeaveOneClipOutForEachSubject, pca11, likeability, True, True,0.111,0.016,0.012,,ridge            , LeaveOneClipOutForEachSubject, pca11, likeability, True, True,-0.007,0.873,-0.009
linear_regression, LeaveOneClipOutForEachSubject, pca2, rewatch    , True, True,0.06,0.197,-0.001,,linear_regression, LeaveOneClipOutForEachSubject, pca2, rewatch    , True, True,0.135,0.003,0.018
ridge            , LeaveOneClipOutForEachSubject, pca2, rewatch    , True, True,0.064,0.166,0.004,,ridge            , LeaveOneClipOutForEachSubject, pca2, rewatch    , True, True,0.136,0.003,0.016
linear_regression, LeaveOneClipOutForEachSubject, pca3, rewatch    , True, True,0.102,0.027,0.007,,linear_regression, LeaveOneClipOutForEachSubject, pca3, rewatch    , True, True,0.13,0.005,0.015
ridge            , LeaveOneClipOutForEachSubject, pca3, rewatch    , True, True,0.106,0.021,0.011,,ridge            , LeaveOneClipOutForEachSubject, pca3, rewatch    , True, True,0.133,0.004,0.016
linear_regression, LeaveOneClipOutForEachSubject, pca4, rewatch    , True, True,0.098,0.034,0.002,,linear_regression, LeaveOneClipOutForEachSubject, pca4, rewatch    , True, True,0.12,0.01,0.012
ridge            , LeaveOneClipOutForEachSubject, pca4, rewatch    , True, True,0.105,0.023,0.011,,ridge            , LeaveOneClipOutForEachSubject, pca4, rewatch    , True, True,0.121,0.009,0.014
linear_regression, LeaveOneClipOutForEachSubject, pca5, rewatch    , True, True,0.099,0.032,0,,linear_regression, LeaveOneClipOutForEachSubject, pca5, rewatch    , True, True,0.109,0.019,0.007
ridge            , LeaveOneClipOutForEachSubject, pca5, rewatch    , True, True,0.108,0.02,0.012,,ridge            , LeaveOneClipOutForEachSubject, pca5, rewatch    , True, True,0.112,0.016,0.012
linear_regression, LeaveOneClipOutForEachSubject, pca6, rewatch    , True, True,0.106,0.022,0.001,,linear_regression, LeaveOneClipOutForEachSubject, pca6, rewatch    , True, True,0.098,0.034,0.002
ridge            , LeaveOneClipOutForEachSubject, pca6, rewatch    , True, True,0.114,0.014,0.013,,ridge            , LeaveOneClipOutForEachSubject, pca6, rewatch    , True, True,0.102,0.027,0.01
linear_regression, LeaveOneClipOutForEachSubject, pca7, rewatch    , True, True,0.148,0.001,0.015,,linear_regression, LeaveOneClipOutForEachSubject, pca7, rewatch    , True, True,0.084,0.068,-0.004
ridge            , LeaveOneClipOutForEachSubject, pca7, rewatch    , True, True,0.151,0.001,0.022,,ridge            , LeaveOneClipOutForEachSubject, pca7, rewatch    , True, True,0.089,0.054,0.008
linear_regression, LeaveOneClipOutForEachSubject, pca8, rewatch    , True, True,0.133,0.004,0.008,,linear_regression, LeaveOneClipOutForEachSubject, pca8, rewatch    , True, True,0.078,0.093,-0.008
ridge            , LeaveOneClipOutForEachSubject, pca8, rewatch    , True, True,0.137,0.003,0.019,,ridge            , LeaveOneClipOutForEachSubject, pca8, rewatch    , True, True,0.085,0.067,0.007
linear_regression, LeaveOneClipOutForEachSubject, pca9, rewatch    , True, True,0.14,0.002,0.009,,linear_regression, LeaveOneClipOutForEachSubject, pca9, rewatch    , True, True,0.078,0.092,-0.011
ridge            , LeaveOneClipOutForEachSubject, pca9, rewatch    , True, True,0.137,0.003,0.019,,ridge            , LeaveOneClipOutForEachSubject, pca9, rewatch    , True, True,0.084,0.069,0.006
linear_regression, LeaveOneClipOutForEachSubject, pca10, rewatch    , True, True,0.145,0.002,0.008,,linear_regression, LeaveOneClipOutForEachSubject, pca10, rewatch    , True, True,0.058,0.212,-0.021
ridge            , LeaveOneClipOutForEachSubject, pca10, rewatch    , True, True,0.145,0.002,0.021,,ridge            , LeaveOneClipOutForEachSubject, pca10, rewatch    , True, True,0.065,0.158,0.002
linear_regression, LeaveOneClipOutForEachSubject, pca11, rewatch    , True, True,0.144,0.002,0.007,,linear_regression, LeaveOneClipOutForEachSubject, pca11, rewatch    , True, True,0.054,0.244,-0.024
ridge            , LeaveOneClipOutForEachSubject, pca11, rewatch    , True, True,0.141,0.002,0.02,,ridge            , LeaveOneClipOutForEachSubject, pca11, rewatch    , True, True,0.063,0.175,0.002
linear_regression, LeaveOneClipOutForAllSubject, pca2, valence    , True, True,-0.045,0.328,-0.014,,linear_regression, LeaveOneClipOutForAllSubject, pca2, valence    , True, True,0.036,0.439,-0.003
ridge            , LeaveOneClipOutForAllSubject, pca2, valence    , True, True,-0.068,0.144,-0.007,,ridge            , LeaveOneClipOutForAllSubject, pca2, valence    , True, True,0.009,0.848,-0.002
linear_regression, LeaveOneClipOutForAllSubject, pca3, valence    , True, True,0.03,0.517,-0.008,,linear_regression, LeaveOneClipOutForAllSubject, pca3, valence    , True, True,0.043,0.356,-0.005
ridge            , LeaveOneClipOutForAllSubject, pca3, valence    , True, True,0.012,0.795,-0.003,,ridge            , LeaveOneClipOutForAllSubject, pca3, valence    , True, True,0.019,0.674,-0.001
linear_regression, LeaveOneClipOutForAllSubject, pca4, valence    , True, True,0.032,0.487,-0.011,,linear_regression, LeaveOneClipOutForAllSubject, pca4, valence    , True, True,0.017,0.706,-0.012
ridge            , LeaveOneClipOutForAllSubject, pca4, valence    , True, True,0.016,0.723,-0.003,,ridge            , LeaveOneClipOutForAllSubject, pca4, valence    , True, True,-0.007,0.888,-0.005
linear_regression, LeaveOneClipOutForAllSubject, pca5, valence    , True, True,0.04,0.393,-0.012,,linear_regression, LeaveOneClipOutForAllSubject, pca5, valence    , True, True,0.02,0.673,-0.013
ridge            , LeaveOneClipOutForAllSubject, pca5, valence    , True, True,0.029,0.528,-0.002,,ridge            , LeaveOneClipOutForAllSubject, pca5, valence    , True, True,-0.001,0.988,-0.005
linear_regression, LeaveOneClipOutForAllSubject, pca6, valence    , True, True,0.046,0.319,-0.012,,linear_regression, LeaveOneClipOutForAllSubject, pca6, valence    , True, True,0.019,0.689,-0.017
ridge            , LeaveOneClipOutForAllSubject, pca6, valence    , True, True,0.033,0.483,-0.002,,ridge            , LeaveOneClipOutForAllSubject, pca6, valence    , True, True,0.002,0.971,-0.005
linear_regression, LeaveOneClipOutForAllSubject, pca7, valence    , True, True,0.087,0.06,-0.002,,linear_regression, LeaveOneClipOutForAllSubject, pca7, valence    , True, True,0.013,0.781,-0.019
ridge            , LeaveOneClipOutForAllSubject, pca7, valence    , True, True,0.07,0.13,0.004,,ridge            , LeaveOneClipOutForAllSubject, pca7, valence    , True, True,-0.003,0.95,-0.006
linear_regression, LeaveOneClipOutForAllSubject, pca8, valence    , True, True,0.073,0.116,-0.008,,linear_regression, LeaveOneClipOutForAllSubject, pca8, valence    , True, True,-0.002,0.957,-0.025
ridge            , LeaveOneClipOutForAllSubject, pca8, valence    , True, True,0.061,0.185,0.003,,ridge            , LeaveOneClipOutForAllSubject, pca8, valence    , True, True,-0.016,0.729,-0.008
linear_regression, LeaveOneClipOutForAllSubject, pca9, valence    , True, True,0.098,0.033,-0.002,,linear_regression, LeaveOneClipOutForAllSubject, pca9, valence    , True, True,0.004,0.938,-0.025
ridge            , LeaveOneClipOutForAllSubject, pca9, valence    , True, True,0.073,0.115,0.004,,ridge            , LeaveOneClipOutForAllSubject, pca9, valence    , True, True,-0.015,0.753,-0.008
linear_regression, LeaveOneClipOutForAllSubject, pca10, valence    , True, True,0.109,0.018,-0.002,,linear_regression, LeaveOneClipOutForAllSubject, pca10, valence    , True, True,-0.015,0.742,-0.031
ridge            , LeaveOneClipOutForAllSubject, pca10, valence    , True, True,0.094,0.043,0.008,,ridge            , LeaveOneClipOutForAllSubject, pca10, valence    , True, True,-0.038,0.414,-0.012
linear_regression, LeaveOneClipOutForAllSubject, pca11, valence    , True, True,0.1,0.031,-0.006,,linear_regression, LeaveOneClipOutForAllSubject, pca11, valence    , True, True,-0.013,0.781,-0.033
ridge            , LeaveOneClipOutForAllSubject, pca11, valence    , True, True,0.081,0.079,0.005,,ridge            , LeaveOneClipOutForAllSubject, pca11, valence    , True, True,-0.03,0.514,-0.012
linear_regression, LeaveOneClipOutForAllSubject, pca2, arousal    , True, True,0.107,0.021,0.008,,linear_regression, LeaveOneClipOutForAllSubject, pca2, arousal    , True, True,0.169,0,0.027
ridge            , LeaveOneClipOutForAllSubject, pca2, arousal    , True, True,0.101,0.029,0.01,,ridge            , LeaveOneClipOutForAllSubject, pca2, arousal    , True, True,0.166,0,0.025
linear_regression, LeaveOneClipOutForAllSubject, pca3, arousal    , True, True,0.138,0.003,0.015,,linear_regression, LeaveOneClipOutForAllSubject, pca3, arousal    , True, True,0.153,0.001,0.02
ridge            , LeaveOneClipOutForAllSubject, pca3, arousal    , True, True,0.133,0.004,0.017,,ridge            , LeaveOneClipOutForAllSubject, pca3, arousal    , True, True,0.152,0.001,0.022
linear_regression, LeaveOneClipOutForAllSubject, pca4, arousal    , True, True,0.126,0.006,0.01,,linear_regression, LeaveOneClipOutForAllSubject, pca4, arousal    , True, True,0.145,0.002,0.016
ridge            , LeaveOneClipOutForAllSubject, pca4, arousal    , True, True,0.124,0.007,0.015,,ridge            , LeaveOneClipOutForAllSubject, pca4, arousal    , True, True,0.144,0.002,0.02
linear_regression, LeaveOneClipOutForAllSubject, pca5, arousal    , True, True,0.124,0.007,0.008,,linear_regression, LeaveOneClipOutForAllSubject, pca5, arousal    , True, True,0.149,0.001,0.017
ridge            , LeaveOneClipOutForAllSubject, pca5, arousal    , True, True,0.12,0.009,0.014,,ridge            , LeaveOneClipOutForAllSubject, pca5, arousal    , True, True,0.15,0.001,0.022
linear_regression, LeaveOneClipOutForAllSubject, pca6, arousal    , True, True,0.115,0.013,0.003,,linear_regression, LeaveOneClipOutForAllSubject, pca6, arousal    , True, True,0.136,0.003,0.011
ridge            , LeaveOneClipOutForAllSubject, pca6, arousal    , True, True,0.11,0.017,0.012,,ridge            , LeaveOneClipOutForAllSubject, pca6, arousal    , True, True,0.139,0.003,0.019
linear_regression, LeaveOneClipOutForAllSubject, pca7, arousal    , True, True,0.109,0.019,-0.001,,linear_regression, LeaveOneClipOutForAllSubject, pca7, arousal    , True, True,0.128,0.005,0.006
ridge            , LeaveOneClipOutForAllSubject, pca7, arousal    , True, True,0.104,0.024,0.011,,ridge            , LeaveOneClipOutForAllSubject, pca7, arousal    , True, True,0.133,0.004,0.018
linear_regression, LeaveOneClipOutForAllSubject, pca8, arousal    , True, True,0.101,0.028,-0.005,,linear_regression, LeaveOneClipOutForAllSubject, pca8, arousal    , True, True,0.129,0.005,0.005
ridge            , LeaveOneClipOutForAllSubject, pca8, arousal    , True, True,0.093,0.043,0.008,,ridge            , LeaveOneClipOutForAllSubject, pca8, arousal    , True, True,0.139,0.003,0.019
linear_regression, LeaveOneClipOutForAllSubject, pca9, arousal    , True, True,0.099,0.032,-0.009,,linear_regression, LeaveOneClipOutForAllSubject, pca9, arousal    , True, True,0.117,0.011,-0.001
ridge            , LeaveOneClipOutForAllSubject, pca9, arousal    , True, True,0.089,0.054,0.007,,ridge            , LeaveOneClipOutForAllSubject, pca9, arousal    , True, True,0.129,0.005,0.017
linear_regression, LeaveOneClipOutForAllSubject, pca10, arousal    , True, True,0.102,0.027,-0.011,,linear_regression, LeaveOneClipOutForAllSubject, pca10, arousal    , True, True,0.103,0.025,-0.008
ridge            , LeaveOneClipOutForAllSubject, pca10, arousal    , True, True,0.099,0.032,0.009,,ridge            , LeaveOneClipOutForAllSubject, pca10, arousal    , True, True,0.12,0.01,0.014
linear_regression, LeaveOneClipOutForAllSubject, pca11, arousal    , True, True,0.097,0.036,-0.016,,linear_regression, LeaveOneClipOutForAllSubject, pca11, arousal    , True, True,0.087,0.059,-0.016
ridge            , LeaveOneClipOutForAllSubject, pca11, arousal    , True, True,0.095,0.04,0.008,,ridge            , LeaveOneClipOutForAllSubject, pca11, arousal    , True, True,0.106,0.022,0.01
linear_regression, LeaveOneClipOutForAllSubject, pca2, likeability, True, True,-0.057,0.218,-0.014,,linear_regression, LeaveOneClipOutForAllSubject, pca2, likeability, True, True,0.057,0.221,0.001
ridge            , LeaveOneClipOutForAllSubject, pca2, likeability, True, True,-0.079,0.088,-0.008,,ridge            , LeaveOneClipOutForAllSubject, pca2, likeability, True, True,0.034,0.469,0.001
linear_regression, LeaveOneClipOutForAllSubject, pca3, likeability, True, True,0.001,0.987,-0.012,,linear_regression, LeaveOneClipOutForAllSubject, pca3, likeability, True, True,0.049,0.285,-0.002
ridge            , LeaveOneClipOutForAllSubject, pca3, likeability, True, True,-0.015,0.743,-0.005,,ridge            , LeaveOneClipOutForAllSubject, pca3, likeability, True, True,0.028,0.548,0
linear_regression, LeaveOneClipOutForAllSubject, pca4, likeability, True, True,0.011,0.814,-0.014,,linear_regression, LeaveOneClipOutForAllSubject, pca4, likeability, True, True,0.024,0.604,-0.008
ridge            , LeaveOneClipOutForAllSubject, pca4, likeability, True, True,-0.001,0.974,-0.005,,ridge            , LeaveOneClipOutForAllSubject, pca4, likeability, True, True,0.001,0.983,-0.003
linear_regression, LeaveOneClipOutForAllSubject, pca5, likeability, True, True,0.01,0.821,-0.016,,linear_regression, LeaveOneClipOutForAllSubject, pca5, likeability, True, True,0.027,0.564,-0.01
ridge            , LeaveOneClipOutForAllSubject, pca5, likeability, True, True,-0.001,0.991,-0.005,,ridge            , LeaveOneClipOutForAllSubject, pca5, likeability, True, True,0.008,0.869,-0.003
linear_regression, LeaveOneClipOutForAllSubject, pca6, likeability, True, True,0.013,0.787,-0.017,,linear_regression, LeaveOneClipOutForAllSubject, pca6, likeability, True, True,0.021,0.649,-0.014
ridge            , LeaveOneClipOutForAllSubject, pca6, likeability, True, True,0.004,0.938,-0.005,,ridge            , LeaveOneClipOutForAllSubject, pca6, likeability, True, True,0.004,0.93,-0.004
linear_regression, LeaveOneClipOutForAllSubject, pca7, likeability, True, True,0.083,0.071,-0.001,,linear_regression, LeaveOneClipOutForAllSubject, pca7, likeability, True, True,0.017,0.707,-0.016
ridge            , LeaveOneClipOutForAllSubject, pca7, likeability, True, True,0.065,0.162,0.004,,ridge            , LeaveOneClipOutForAllSubject, pca7, likeability, True, True,0.002,0.968,-0.005
linear_regression, LeaveOneClipOutForAllSubject, pca8, likeability, True, True,0.075,0.105,-0.005,,linear_regression, LeaveOneClipOutForAllSubject, pca8, likeability, True, True,-0.002,0.965,-0.023
ridge            , LeaveOneClipOutForAllSubject, pca8, likeability, True, True,0.063,0.172,0.003,,ridge            , LeaveOneClipOutForAllSubject, pca8, likeability, True, True,-0.015,0.748,-0.008
linear_regression, LeaveOneClipOutForAllSubject, pca9, likeability, True, True,0.095,0.039,-0.001,,linear_regression, LeaveOneClipOutForAllSubject, pca9, likeability, True, True,0.015,0.743,-0.02
ridge            , LeaveOneClipOutForAllSubject, pca9, likeability, True, True,0.071,0.124,0.004,,ridge            , LeaveOneClipOutForAllSubject, pca9, likeability, True, True,-0.007,0.885,-0.007
linear_regression, LeaveOneClipOutForAllSubject, pca10, likeability, True, True,0.115,0.013,0.001,,linear_regression, LeaveOneClipOutForAllSubject, pca10, likeability, True, True,-0.003,0.955,-0.027
ridge            , LeaveOneClipOutForAllSubject, pca10, likeability, True, True,0.102,0.027,0.01,,ridge            , LeaveOneClipOutForAllSubject, pca10, likeability, True, True,-0.026,0.57,-0.01
linear_regression, LeaveOneClipOutForAllSubject, pca11, likeability, True, True,0.105,0.023,-0.003,,linear_regression, LeaveOneClipOutForAllSubject, pca11, likeability, True, True,0.004,0.933,-0.027
ridge            , LeaveOneClipOutForAllSubject, pca11, likeability, True, True,0.087,0.059,0.007,,ridge            , LeaveOneClipOutForAllSubject, pca11, likeability, True, True,-0.019,0.689,-0.01
linear_regression, LeaveOneClipOutForAllSubject, pca2, rewatch    , True, True,0.049,0.294,-0.003,,linear_regression, LeaveOneClipOutForAllSubject, pca2, rewatch    , True, True,0.118,0.01,0.013
ridge            , LeaveOneClipOutForAllSubject, pca2, rewatch    , True, True,0.04,0.383,0.001,,ridge            , LeaveOneClipOutForAllSubject, pca2, rewatch    , True, True,0.11,0.017,0.011
linear_regression, LeaveOneClipOutForAllSubject, pca3, rewatch    , True, True,0.088,0.059,0.003,,linear_regression, LeaveOneClipOutForAllSubject, pca3, rewatch    , True, True,0.12,0.009,0.013
ridge            , LeaveOneClipOutForAllSubject, pca3, rewatch    , True, True,0.084,0.07,0.007,,ridge            , LeaveOneClipOutForAllSubject, pca3, rewatch    , True, True,0.114,0.013,0.012
linear_regression, LeaveOneClipOutForAllSubject, pca4, rewatch    , True, True,0.086,0.064,0,,linear_regression, LeaveOneClipOutForAllSubject, pca4, rewatch    , True, True,0.104,0.024,0.008
ridge            , LeaveOneClipOutForAllSubject, pca4, rewatch    , True, True,0.083,0.074,0.007,,ridge            , LeaveOneClipOutForAllSubject, pca4, rewatch    , True, True,0.097,0.035,0.009
